--------- beginning of /dev/log/main 
I/Icing   (  746): Indexing 9EBFE84EABD9270B25A97439CA522B4FC49A4875 from com.google.android.gms 
I/Icing   (  746): Indexing done 9EBFE84EABD9270B25A97439CA522B4FC49A4875 
D/AndroidRuntime( 8097):  
D/AndroidRuntime( 8097): >>>>>> AndroidRuntime START com.android.internal.os.RuntimeInit <<<<<< 
D/AndroidRuntime( 8097): CheckJNI is OFF 
D/dalvikvm( 8097): Using executionMode 2 
D/dalvikvm( 8097): Trying to load lib libjavacore.so 0x0 
D/dalvikvm( 8097): Added shared lib libjavacore.so 0x0 
D/dalvikvm( 8097): Trying to load lib libnativehelper.so 0x0 
D/dalvikvm( 8097): Added shared lib libnativehelper.so 0x0 
D/dalvikvm( 8097): No JNI_OnLoad found in libnativehelper.so 0x0, skipping init 
D/dalvikvm( 8097): Note: class Landroid/app/ActivityManagerNative; has 179 unimplemented (abstract) methods 
E/memtrack( 8097): Couldn't load memtrack module (No such file or directory) 
E/android.os.Debug( 8097): failed to load memtrack module: -2 
D/AndroidRuntime( 8097): Calling main entry com.android.commands.monkey.Monkey 
--------- beginning of /dev/log/system 
W/BroadcastQueue(  470): Skipping deliver [background] BroadcastRecord{4aa65084 u-1 android.net.conn.CONNECTIVITY_CHANGE} to ReceiverList{4aa6a024 8097 (unknown name)/0/u-1 remote:4a9997d0}: process crashing 
D/yeshen  ( 6059): launcher onpause 
I/ActivityManager(  470): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.greendot.walmart.prepaid/com.greendotcorp.core.activity.RootActivity} from pid 8097 
I/ActivityManager(  470): Start proc com.greendot.walmart.prepaid for activity com.greendot.walmart.prepaid/com.greendotcorp.core.activity.RootActivity: pid=8107 uid=10054 gids={50054, 3003, 1028, 1015, 1023} 
E/SurfaceFlinger(  165): glCheckFramebufferStatusOES error 36054 
E/SurfaceFlinger(  165): got GL_FRAMEBUFFER_COMPLETE_OES error while taking screenshot 
D/SurfaceFlinger(  165): setOrientation, mFbdev=0xb8e13050, mFbDev->setOrientation=0xb694cce0, orientation=3 
I/gralloc_nox(  165): setOrientation: orientation=3 
D/Tinker.DefaultAppLike( 6059): onConfigurationChanged:{1.0 310mcc16mnc ja_US ldltr sw480dp w480dp h828dp 240dpi lrg long port finger qwerty/v/v dpad/v s.43} 
I/InputReader(  470): Reconfiguring input devices.  changes=0x00000004 
I/InputReader(  470): Device reconfigured: id=1, name='seamless mouse', size 1280x720, orientation 3, mode 1, display id 0 
I/InputReader(  470): Device reconfigured: id=3, name='Android Input', size 1280x720, orientation 3, mode 1, display id 0 
I/InputReader(  470): Reconfiguring input devices.  changes=0x00000004 
I/InputReader(  470): Device reconfigured: id=8, name='VirtualBox USB Tablet', size 1280x720, orientation 3, mode 1, display id 0 
I/ActivityManager(  470): Config changes=480 {1.0 310mcc16mnc ja_US ldltr sw480dp w480dp h828dp 240dpi lrg long port finger qwerty/v/v dpad/v s.43} 
D/Sensors (  470): Client connection accepted (183) 
D/PhoneStatusBar(  556): mSettingsPanelGravity = 55 
W/SurfaceFlinger(  165): setTransactionState timed out! 
W/NetworkManagementSocketTagger(  470): setKernelCountSet(10054, 1) failed with errno -13 
I/WearableService(  668): Wearable Services stopping 
I/dalvikvm( 8107): ignoring registerObject request in thread=1 
I/dalvikvm( 8107): ignoring registerObject request in thread=1 
D/dalvikvm(  556): GC_FOR_ALLOC freed 767K, 65% free 7044K/19764K, paused 2ms, total 12ms 
I/dalvikvm-heap(  556): Grow heap (frag case) to 13.191MB for 6553612-byte allocation 
D/dalvikvm(  556): GC_FOR_ALLOC freed 1K, 49% free 13443K/26168K, paused 28ms, total 28ms 
D/dalvikvm(  556): GC_CONCURRENT freed 1K, 49% free 13442K/26168K, paused 2ms+1ms, total 6ms 
W/WindowManager(  470): Window freeze timeout expired. 
W/WindowManager(  470): Force clearing orientation change: Window{4a9639a4 u0 StatusBar} 
W/WindowManager(  470): Force clearing orientation change: Window{4aa644d8 u0 Starting com.greendot.walmart.prepaid} 
W/WindowManager(  470): Force clearing orientation change: Window{4a997784 u0 com.android.systemui.ImageWallpaper} 
W/WindowManager(  470): App freeze timeout expired. 
W/WindowManager(  470): Force clearing freeze: AppWindowToken{4aa5c4dc token=Token{4ac0083c ActivityRecord{4ae60120 u0 com.greendot.walmart.prepaid/com.greendotcorp.core.activity.RootActivity t48}}} 
E/FlurryAgent( 8107): Listener cannot be null 
I/WindowManager(  470): Screen frozen for +5s132ms due to Window{4aa644d8 u0 Starting com.greendot.walmart.prepaid} 
I/dalvikvm( 8107): Could not find method android.content.pm.PackageManager.getPackageInstaller, referenced from method com.google.android.gms.common.zze.zzs 
W/dalvikvm( 8107): VFY: unable to resolve virtual method 1628: Landroid/content/pm/PackageManager;.getPackageInstaller ()Landroid/content/pm/PackageInstaller; 
D/dalvikvm( 8107): VFY: replacing opcode 0x6e at 0x001a 
D/dalvikvm( 8107): JIT code cache reset in 0 ms (0 bytes 1/0) 
D/dalvikvm( 8107): GC_CONCURRENT freed 258K, 10% free 3071K/3392K, paused 1ms+2ms, total 12ms 
I/System.out( 8107): body:<okhttp3.MediaType: okhttp3.MediaType parse(java.lang.String)>	sig:specialinvoke $r11.<okhttp3.MediaType: void <init>(java.lang.String,java.lang.String,java.lang.String,java.lang.String)>($r0, $r4, $r5, $r7)	timediff:0 
I/System.out( 8107): body:<okhttp3.internal.io.RealConnection: void connectTls(int,int,okhttp3.internal.ConnectionSpecSelector)>	sig:$i1 = virtualinvoke $r7.<okhttp3.HttpUrl: int port()>()	timediff:0
I/System.out( 8107): body:<a.a.d: void <init>(a.a.ep,a.a.dr,java.net.SocketImpl)>	sig:specialinvoke $r0.<java.net.SocketImpl: void <init>()>()	timediff:0
I/System.out( 8107): body:<okhttp3.ConnectionSpec: boolean nonEmptyIntersection(java.lang.String[],java.lang.String[])>	sig:$z0 = staticinvoke <okhttp3.internal.Util: boolean contains(java.lang.String[],java.lang.String)>($r1, $r2)	timediff:0
I/System.out( 8107): body:<okhttp3.ConnectionSpec: boolean isCompatible(javax.net.ssl.SSLSocket)>	sig:$z0 = staticinvoke <okhttp3.ConnectionSpec: boolean nonEmptyIntersection(java.lang.String[],java.lang.String[])>($r3, $r2)	timediff:0
I/System.out( 8107): body:<okhttp3.ConnectionSpec: boolean nonEmptyIntersection(java.lang.String[],java.lang.String[])>	sig:$z0 = staticinvoke <okhttp3.internal.Util: boolean contains(java.lang.String[],java.lang.String)>($r1, $r2)	timediff:0
I/System.out( 8107): body:<okhttp3.ConnectionSpec: boolean nonEmptyIntersection(java.lang.String[],java.lang.String[])>	sig:$z0 = staticinvoke <okhttp3.internal.Util: boolean contains(java.lang.String[],java.lang.String)>($r1, $r2)	timediff:0
I/System.out( 8107): body:<okhttp3.ConnectionSpec: boolean nonEmptyIntersection(java.lang.String[],java.lang.String[])>	sig:$z0 = staticinvoke <okhttp3.internal.Util: boolean contains(java.lang.String[],java.lang.String)>($r1, $r2)	timediff:0
I/System.out( 8107): body:<okhttp3.ConnectionSpec: boolean nonEmptyIntersection(java.lang.String[],java.lang.String[])>	sig:$z0 = staticinvoke <okhttp3.internal.Util: boolean contains(java.lang.String[],java.lang.String)>($r1, $r2)	timediff:0
I/System.out( 8107): body:<okhttp3.ConnectionSpec: boolean isCompatible(javax.net.ssl.SSLSocket)>	sig:$z0 = staticinvoke <okhttp3.ConnectionSpec: boolean nonEmptyIntersection(java.lang.String[],java.lang.String[])>($r3, $r2)	timediff:1
I/System.out( 8107): body:<okhttp3.internal.ConnectionSpecSelector: okhttp3.ConnectionSpec configureSecureSocket(javax.net.ssl.SSLSocket)>	sig:$z0 = virtualinvoke $r4.<okhttp3.ConnectionSpec: boolean isCompatible(javax.net.ssl.SSLSocket)>($r1)	timediff:1
I/System.out( 8107): body:<okhttp3.internal.ConnectionSpecSelector: boolean isFallbackPossible(javax.net.ssl.SSLSocket)>	sig:$z0 = virtualinvoke $r4.<okhttp3.ConnectionSpec: boolean isCompatible(javax.net.ssl.SSLSocket)>($r1)	timediff:0
I/System.out( 8107): body:<okhttp3.internal.ConnectionSpecSelector: okhttp3.ConnectionSpec configureSecureSocket(javax.net.ssl.SSLSocket)>	sig:$z0 = specialinvoke $r0.<okhttp3.internal.ConnectionSpecSelector: boolean isFallbackPossible(javax.net.ssl.SSLSocket)>($r1)	timediff:0
I/System.out( 8107): body:<okhttp3.internal.Util: java.lang.Object[] intersect(java.lang.Class,java.lang.Object[],java.lang.Object[])>	sig:$r3 = staticinvoke <okhttp3.internal.Util: java.util.List intersect(java.lang.Object[],java.lang.Object[])>($r1, $r2)	timediff:0
I/System.out( 8107): body:<okhttp3.ConnectionSpec: okhttp3.ConnectionSpec supportedSpec(javax.net.ssl.SSLSocket,boolean)>	sig:$r4 = staticinvoke <okhttp3.internal.Util: java.lang.Object[] intersect(java.lang.Class,java.lang.Object[],java.lang.Object[])>(class "java/lang/String", $r2, $r3)	timediff:0
I/System.out( 8107): body:<okhttp3.internal.Util: java.lang.Object[] intersect(java.lang.Class,java.lang.Object[],java.lang.Object[])>	sig:$r3 = staticinvoke <okhttp3.internal.Util: java.util.List intersect(java.lang.Object[],java.lang.Object[])>($r1, $r2)	timediff:0
I/System.out( 8107): body:<okhttp3.ConnectionSpec: okhttp3.ConnectionSpec supportedSpec(javax.net.ssl.SSLSocket,boolean)>	sig:$r4 = staticinvoke <okhttp3.internal.Util: java.lang.Object[] intersect(java.lang.Class,java.lang.Object[],java.lang.Object[])>(class "java/lang/String", $r2, $r5)	timediff:0
I/System.out( 8107): body:<okhttp3.ConnectionSpec: okhttp3.ConnectionSpec supportedSpec(javax.net.ssl.SSLSocket,boolean)>	sig:$z0 = staticinvoke <okhttp3.internal.Util: boolean contains(java.lang.String[],java.lang.String)>($r2, "TLS_FALLBACK_SCSV")	timediff:0
I/System.out( 8107): body:<okhttp3.ConnectionSpec$Builder: void <init>(okhttp3.ConnectionSpec)>	sig:$z0 = staticinvoke <okhttp3.ConnectionSpec: boolean access$400(okhttp3.ConnectionSpec)>($r1)	timediff:0
I/System.out( 8107): body:<okhttp3.ConnectionSpec$Builder: void <init>(okhttp3.ConnectionSpec)>	sig:$r2 = staticinvoke <okhttp3.ConnectionSpec: java.lang.String[] access$500(okhttp3.ConnectionSpec)>($r1)	timediff:0
I/System.out( 8107): body:<okhttp3.ConnectionSpec$Builder: void <init>(okhttp3.ConnectionSpec)>	sig:$r2 = staticinvoke <okhttp3.ConnectionSpec: java.lang.String[] access$600(okhttp3.ConnectionSpec)>($r1)	timediff:0
I/System.out( 8107): body:<okhttp3.ConnectionSpec$Builder: void <init>(okhttp3.ConnectionSpec)>	sig:$z0 = staticinvoke <okhttp3.ConnectionSpec: boolean access$700(okhttp3.ConnectionSpec)>($r1)	timediff:0
I/System.out( 8107): body:<okhttp3.ConnectionSpec: okhttp3.ConnectionSpec supportedSpec(javax.net.ssl.SSLSocket,boolean)>	sig:specialinvoke $r6.<okhttp3.ConnectionSpec$Builder: void <init>(okhttp3.ConnectionSpec)>($r0)	timediff:0
I/System.out( 8107): body:<okhttp3.ConnectionSpec: okhttp3.ConnectionSpec supportedSpec(javax.net.ssl.SSLSocket,boolean)>	sig:$r6 = virtualinvoke $r6.<okhttp3.ConnectionSpec$Builder: okhttp3.ConnectionSpec$Builder cipherSuites(java.lang.String[])>($r3)	timediff:0
I/System.out( 8107): body:<okhttp3.ConnectionSpec: okhttp3.ConnectionSpec supportedSpec(javax.net.ssl.SSLSocket,boolean)>	sig:$r6 = virtualinvoke $r6.<okhttp3.ConnectionSpec$Builder: okhttp3.ConnectionSpec$Builder tlsVersions(java.lang.String[])>($r5)	timediff:0
I/System.out( 8107): body:<okhttp3.ConnectionSpec: void <init>(okhttp3.ConnectionSpec$Builder)>	sig:$z0 = staticinvoke <okhttp3.ConnectionSpec$Builder: boolean access$000(okhttp3.ConnectionSpec$Builder)>($r1)	timediff:0
I/System.out( 8107): body:<okhttp3.ConnectionSpec: void <init>(okhttp3.ConnectionSpec$Builder)>	sig:$r2 = staticinvoke <okhttp3.ConnectionSpec$Builder: java.lang.String[] access$100(okhttp3.ConnectionSpec$Builder)>($r1)	timediff:0
I/System.out( 8107): body:<okhttp3.ConnectionSpec: void <init>(okhttp3.ConnectionSpec$Builder)>	sig:$r2 = staticinvoke <okhttp3.ConnectionSpec$Builder: java.lang.String[] access$200(okhttp3.ConnectionSpec$Builder)>($r1)	timediff:0
I/System.out( 8107): body:<okhttp3.ConnectionSpec: void <init>(okhttp3.ConnectionSpec$Builder)>	sig:$z0 = staticinvoke <okhttp3.ConnectionSpec$Builder: boolean access$300(okhttp3.ConnectionSpec$Builder)>($r1)	timediff:0
I/System.out( 8107): body:<okhttp3.ConnectionSpec: void <init>(okhttp3.ConnectionSpec$Builder,okhttp3.ConnectionSpec$1)>	sig:specialinvoke $r0.<okhttp3.ConnectionSpec: void <init>(okhttp3.ConnectionSpec$Builder)>($r1)	timediff:0
I/System.out( 8107): body:<okhttp3.ConnectionSpec$Builder: okhttp3.ConnectionSpec build()>	sig:specialinvoke $r1.<okhttp3.ConnectionSpec: void <init>(okhttp3.ConnectionSpec$Builder,okhttp3.ConnectionSpec$1)>($r0, null)	timediff:0
I/System.out( 8107): body:<okhttp3.ConnectionSpec: okhttp3.ConnectionSpec supportedSpec(javax.net.ssl.SSLSocket,boolean)>	sig:$r0 = virtualinvoke $r6.<okhttp3.ConnectionSpec$Builder: okhttp3.ConnectionSpec build()>()	timediff:0
I/System.out( 8107): body:<okhttp3.ConnectionSpec: void apply(javax.net.ssl.SSLSocket,boolean)>	sig:$r0 = specialinvoke $r0.<okhttp3.ConnectionSpec: okhttp3.ConnectionSpec supportedSpec(javax.net.ssl.SSLSocket,boolean)>($r1, $z0)	timediff:0
I/System.out( 8107): body:<okhttp3.OkHttpClient$1: void apply(okhttp3.ConnectionSpec,javax.net.ssl.SSLSocket,boolean)>	sig:virtualinvoke $r1.<okhttp3.ConnectionSpec: void apply(javax.net.ssl.SSLSocket,boolean)>($r2, $z0)	timediff:1
I/System.out( 8107): body:<okhttp3.internal.ConnectionSpecSelector: okhttp3.ConnectionSpec configureSecureSocket(javax.net.ssl.SSLSocket)>	sig:virtualinvoke $r9.<okhttp3.internal.Internal: void apply(okhttp3.ConnectionSpec,javax.net.ssl.SSLSocket,boolean)>($r4, $r1, $z0)	timediff:1
I/System.out( 8107): body:<okhttp3.internal.io.RealConnection: void connectTls(int,int,okhttp3.internal.ConnectionSpecSelector)>	sig:$r10 = virtualinvoke $r1.<okhttp3.internal.ConnectionSpecSelector: okhttp3.ConnectionSpec configureSecureSocket(javax.net.ssl.SSLSocket)>($r9)	timediff:2
I/System.out( 8107): body:<okhttp3.internal.io.RealConnection: void connectTls(int,int,okhttp3.internal.ConnectionSpecSelector)>	sig:$z0 = virtualinvoke $r10.<okhttp3.ConnectionSpec: boolean supportsTlsExtensions()>()	timediff:0
I/System.out( 8107): body:<okhttp3.internal.io.RealConnection: void connectTls(int,int,okhttp3.internal.ConnectionSpecSelector)>	sig:$r11 = staticinvoke <okhttp3.internal.Platform: okhttp3.internal.Platform get()>()	timediff:0
I/System.out( 8107): body:<okhttp3.internal.io.RealConnection: void connectTls(int,int,okhttp3.internal.ConnectionSpecSelector)>	sig:$r7 = virtualinvoke $r5.<okhttp3.Address: okhttp3.HttpUrl url()>()	timediff:0
I/System.out( 8107): body:<okhttp3.internal.io.RealConnection: void connectTls(int,int,okhttp3.internal.ConnectionSpecSelector)>	sig:$r8 = virtualinvoke $r7.<okhttp3.HttpUrl: java.lang.String host()>()	timediff:0
I/System.out( 8107): body:<okhttp3.internal.io.RealConnection: void connectTls(int,int,okhttp3.internal.ConnectionSpecSelector)>	sig:$r12 = virtualinvoke $r5.<okhttp3.Address: java.util.List protocols()>()	timediff:0
I/System.out( 8107): body:<okhttp3.internal.OptionalMethod: java.lang.reflect.Method getMethod(java.lang.Class)>	sig:$r4 = staticinvoke <okhttp3.internal.OptionalMethod: java.lang.reflect.Method getPublicMethod(java.lang.Class,java.lang.String,java.lang.Class[])>($r1, $r2, $r3)	timediff:0
I/System.out( 8107): body:<okhttp3.internal.OptionalMethod: java.lang.Object invokeOptional(java.lang.Object,java.lang.Object[])>	sig:$r4 = specialinvoke $r0.<okhttp3.internal.OptionalMethod: java.lang.reflect.Method getMethod(java.lang.Class)>($r3)	timediff:0
I/System.out( 8107): body:<okhttp3.internal.OptionalMethod: java.lang.Object invokeOptionalWithoutCheckedException(java.lang.Object,java.lang.Object[])>	sig:$r1 = virtualinvoke $r0.<okhttp3.internal.OptionalMethod: java.lang.Object invokeOptional(java.lang.Object,java.lang.Object[])>($r1, $r2)	timediff:0
I/System.out( 8107): body:<okhttp3.internal.Platform$Android: void configureTlsExtensions(javax.net.ssl.SSLSocket,java.lang.String,java.util.List)>	sig:virtualinvoke $r4.<okhttp3.internal.OptionalMethod: java.lang.Object invokeOptionalWithoutCheckedException(java.lang.Object,java.lang.Object[])>($r1, $r5)	timediff:0
I/System.out( 8107): body:<okhttp3.internal.OptionalMethod: java.lang.reflect.Method getMethod(java.lang.Class)>	sig:$r4 = staticinvoke <okhttp3.internal.OptionalMethod: java.lang.reflect.Method getPublicMethod(java.lang.Class,java.lang.String,java.lang.Class[])>($r1, $r2, $r3)	timediff:0
I/System.out( 8107): body:<okhttp3.internal.OptionalMethod: java.lang.Object invokeOptional(java.lang.Object,java.lang.Object[])>	sig:$r4 = specialinvoke $r0.<okhttp3.internal.OptionalMethod: java.lang.reflect.Method getMethod(java.lang.Class)>($r3)	timediff:0
I/System.out( 8107): body:<okhttp3.internal.OptionalMethod: java.lang.Object invokeOptionalWithoutCheckedException(java.lang.Object,java.lang.Object[])>	sig:$r1 = virtualinvoke $r0.<okhttp3.internal.OptionalMethod: java.lang.Object invokeOptional(java.lang.Object,java.lang.Object[])>($r1, $r2)	timediff:0
I/System.out( 8107): body:<okhttp3.internal.Platform$Android: void configureTlsExtensions(javax.net.ssl.SSLSocket,java.lang.String,java.util.List)>	sig:virtualinvoke $r4.<okhttp3.internal.OptionalMethod: java.lang.Object invokeOptionalWithoutCheckedException(java.lang.Object,java.lang.Object[])>($r1, $r5)	timediff:0
I/System.out( 8107): body:<okhttp3.internal.io.RealConnection: void connectTls(int,int,okhttp3.internal.ConnectionSpecSelector)>	sig:virtualinvoke $r11.<okhttp3.internal.Platform: void configureTlsExtensions(javax.net.ssl.SSLSocket,java.lang.String,java.util.List)>($r9, $r8, $r12)	timediff:0
I/System.out( 8107): body:<a.a.d: java.lang.Object getOption(int)>	sig:$r2 = virtualinvoke $r1.<java.net.SocketImpl: java.lang.Object getOption(int)>($i0)	timediff:0
I/System.out( 8107): body:<a.a.d: java.lang.Object getOption(int)>	sig:$r2 = virtualinvoke $r1.<java.net.SocketImpl: java.lang.Object getOption(int)>($i0)	timediff:0
I/System.out( 8107): body:<okhttp3.internal.io.RealConnection: void connectTls(int,int,okhttp3.internal.ConnectionSpecSelector)>	sig:$r11 = staticinvoke <okhttp3.internal.Platform: okhttp3.internal.Platform get()>()	timediff:0
I/System.out( 8107): body:<okhttp3.internal.io.RealConnection: void connectTls(int,int,okhttp3.internal.ConnectionSpecSelector)>	sig:virtualinvoke $r11.<okhttp3.internal.Platform: void afterHandshake(javax.net.ssl.SSLSocket)>($r9)	timediff:0
I/System.out( 8107): body:<okhttp3.internal.Util: void closeQuietly(java.net.Socket)>	sig:virtualinvoke $r0.<java.net.Socket: void close()>()	timediff:0
I/System.out( 8107): body:<okhttp3.internal.io.RealConnection: void connectTls(int,int,okhttp3.internal.ConnectionSpecSelector)>	sig:staticinvoke <okhttp3.internal.Util: void closeQuietly(java.net.Socket)>($r4)	timediff:0
I/System.out( 8107): body:<okhttp3.internal.io.RealConnection: void connect(int,int,int,java.util.List,boolean)>	sig:staticinvoke <okhttp3.internal.Util: void closeQuietly(java.net.Socket)>($r16)	timediff:0
I/System.out( 8107): body:<okhttp3.internal.Util: void closeQuietly(java.net.Socket)>	sig:virtualinvoke $r0.<java.net.Socket: void close()>()	timediff:0
I/System.out( 8107): body:<okhttp3.internal.io.RealConnection: void connect(int,int,int,java.util.List,boolean)>	sig:staticinvoke <okhttp3.internal.Util: void closeQuietly(java.net.Socket)>($r16)	timediff:0
I/System.out( 8107): body:<okhttp3.internal.http.RouteException: void addConnectException(java.io.IOException)>	sig:specialinvoke $r0.<okhttp3.internal.http.RouteException: void addSuppressedIfPossible(java.io.IOException,java.io.IOException)>($r1, $r2)	timediff:0
I/System.out( 8107): body:<okhttp3.internal.io.RealConnection: void connect(int,int,int,java.util.List,boolean)>	sig:virtualinvoke $r13.<okhttp3.internal.http.RouteException: void addConnectException(java.io.IOException)>($r19)	timediff:0
I/System.out( 8107): body:<okhttp3.internal.io.RealConnection: void connect(int,int,int,java.util.List,boolean)>	sig:$z1 = virtualinvoke $r4.<okhttp3.internal.ConnectionSpecSelector: boolean connectionFailed(java.io.IOException)>($r19)	timediff:0
I/System.out( 8107): body:<okhttp3.RealCall: okhttp3.Response getResponse(okhttp3.Request,boolean)>	sig:$r8 = virtualinvoke $r13.<okhttp3.internal.http.RouteException: java.io.IOException getLastConnectException()>()	timediff:0
I/System.out( 8107): body:<okhttp3.internal.http.RouteSelector: void connectFailed(okhttp3.Route,java.io.IOException)>	sig:$r4 = virtualinvoke $r1.<okhttp3.Route: java.net.Proxy proxy()>()	timediff:0
I/System.out( 8107): body:<okhttp3.internal.http.RouteSelector: void connectFailed(okhttp3.Route,java.io.IOException)>	sig:$r5 = virtualinvoke $r4.<java.net.Proxy: java.net.Proxy$Type type()>()	timediff:0
I/System.out( 8107): body:<okhttp3.Address: int hashCode()>	sig:$i1 = virtualinvoke $r1.<okhttp3.HttpUrl: int hashCode()>()	timediff:0
I/System.out( 8107): body:<okhttp3.Route: int hashCode()>	sig:$i0 = virtualinvoke $r1.<okhttp3.Address: int hashCode()>()	timediff:0
I/System.out( 8107): body:<okhttp3.Route: int hashCode()>	sig:$i1 = virtualinvoke $r2.<java.net.Proxy: int hashCode()>()	timediff:0
I/System.out( 8107): body:<okhttp3.Route: int hashCode()>	sig:$i0 = virtualinvoke $r3.<java.net.InetSocketAddress: int hashCode()>()	timediff:0
I/System.out( 8107): body:<okhttp3.internal.http.RouteSelector: void connectFailed(okhttp3.Route,java.io.IOException)>	sig:virtualinvoke $r11.<okhttp3.internal.RouteDatabase: void failed(okhttp3.Route)>($r1)	timediff:1
I/System.out( 8107): body:<okhttp3.internal.http.StreamAllocation: void connectionFailed(java.io.IOException)>	sig:virtualinvoke $r5.<okhttp3.internal.http.RouteSelector: void connectFailed(okhttp3.Route,java.io.IOException)>($r4, $r1)	timediff:2
I/System.out( 8107): body:<okhttp3.internal.http.StreamAllocation: void deallocate(boolean,boolean,boolean)>	sig:specialinvoke $r0.<okhttp3.internal.http.StreamAllocation: void release(okhttp3.internal.io.RealConnection)>($r3)	timediff:0
I/System.out( 8107): body:<okhttp3.OkHttpClient$1: boolean connectionBecameIdle(okhttp3.ConnectionPool,okhttp3.internal.io.RealConnection)>	sig:$z0 = virtualinvoke $r1.<okhttp3.ConnectionPool: boolean connectionBecameIdle(okhttp3.internal.io.RealConnection)>($r2)	timediff:0
I/System.out( 8107): body:<okhttp3.internal.http.StreamAllocation: void deallocate(boolean,boolean,boolean)>	sig:$z2 = virtualinvoke $r6.<okhttp3.internal.Internal: boolean connectionBecameIdle(okhttp3.ConnectionPool,okhttp3.internal.io.RealConnection)>($r7, $r3)	timediff:0
I/System.out( 8107): body:<okhttp3.internal.http.StreamAllocation: void deallocate(boolean,boolean,boolean)>	sig:$r8 = virtualinvoke $r1.<okhttp3.internal.io.RealConnection: java.net.Socket socket()>()	timediff:0
I/System.out( 8107): body:<okhttp3.internal.http.StreamAllocation: void deallocate(boolean,boolean,boolean)>	sig:staticinvoke <okhttp3.internal.Util: void closeQuietly(java.net.Socket)>($r8)	timediff:0
I/System.out( 8107): body:<okhttp3.internal.http.StreamAllocation: void connectionFailed(java.io.IOException)>	sig:specialinvoke $r0.<okhttp3.internal.http.StreamAllocation: void deallocate(boolean,boolean,boolean)>(1, 0, 1)	timediff:1
I/System.out( 8107): body:<okhttp3.internal.http.StreamAllocation: boolean recover(java.io.IOException,okio.Sink)>	sig:virtualinvoke $r0.<okhttp3.internal.http.StreamAllocation: void connectionFailed(java.io.IOException)>($r1)	timediff:3
I/System.out( 8107): body:<okhttp3.internal.http.RouteSelector: boolean hasNext()>	sig:$z0 = specialinvoke $r0.<okhttp3.internal.http.RouteSelector: boolean hasNextInetSocketAddress()>()	timediff:0
I/System.out( 8107): body:<okhttp3.internal.http.RouteSelector: boolean hasNext()>	sig:$z0 = specialinvoke $r0.<okhttp3.internal.http.RouteSelector: boolean hasNextProxy()>()	timediff:0
I/System.out( 8107): body:<okhttp3.internal.http.RouteSelector: boolean hasNext()>	sig:$z0 = specialinvoke $r0.<okhttp3.internal.http.RouteSelector: boolean hasNextPostponed()>()	timediff:0
I/System.out( 8107): body:<okhttp3.internal.http.StreamAllocation: boolean recover(java.io.IOException,okio.Sink)>	sig:$z0 = virtualinvoke $r4.<okhttp3.internal.http.RouteSelector: boolean hasNext()>()	timediff:0
I/System.out( 8107): body:<okhttp3.internal.http.HttpEngine: okhttp3.internal.http.HttpEngine recover(java.io.IOException,okio.Sink)>	sig:$z2 = virtualinvoke $r3.<okhttp3.internal.http.StreamAllocation: boolean recover(java.io.IOException,okio.Sink)>($r1, $r2)	timediff:3
I/System.out( 8107): body:<okhttp3.RealCall: okhttp3.Response getResponse(okhttp3.Request,boolean)>	sig:$r6 = virtualinvoke $r6.<okhttp3.internal.http.HttpEngine: okhttp3.internal.http.HttpEngine recover(java.io.IOException,okio.Sink)>($r8, null)	timediff:3
I/System.out( 8107): body:<okhttp3.RealCall: okhttp3.Response getResponse(okhttp3.Request,boolean)>	sig:$r8 = virtualinvoke $r13.<okhttp3.internal.http.RouteException: java.io.IOException getLastConnectException()>()	timediff:0
I/System.out( 8107): body:<okhttp3.internal.http.StreamAllocation: void connectionFailed(java.io.IOException)>	sig:specialinvoke $r0.<okhttp3.internal.http.StreamAllocation: void deallocate(boolean,boolean,boolean)>(1, 0, 1)	timediff:0
I/System.out( 8107): body:<okhttp3.internal.http.HttpEngine: okhttp3.internal.http.StreamAllocation close()>	sig:virtualinvoke $r5.<okhttp3.internal.http.StreamAllocation: void connectionFailed(java.io.IOException)>(null)	timediff:0
I/System.out( 8107): body:<okhttp3.RealCall: okhttp3.Response getResponse(okhttp3.Request,boolean)>	sig:$r12 = virtualinvoke $r6.<okhttp3.internal.http.HttpEngine: okhttp3.internal.http.StreamAllocation close()>()	timediff:0
I/System.out( 8107): body:<okhttp3.internal.http.StreamAllocation: void release()>	sig:specialinvoke $r0.<okhttp3.internal.http.StreamAllocation: void deallocate(boolean,boolean,boolean)>(0, 1, 0)	timediff:0
I/System.out( 8107): body:<okhttp3.RealCall: okhttp3.Response getResponse(okhttp3.Request,boolean)>	sig:virtualinvoke $r12.<okhttp3.internal.http.StreamAllocation: void release()>()	timediff:0
I/System.out( 8107): body:<okhttp3.RealCall: okhttp3.Response execute()>	sig:$r1 = virtualinvoke $r4.<okhttp3.OkHttpClient: okhttp3.Dispatcher dispatcher()>()	timediff:0
I/System.out( 8107): body:<okhttp3.RealCall: okhttp3.Response execute()>	sig:virtualinvoke $r1.<okhttp3.Dispatcher: void finished(okhttp3.Call)>($r0)	timediff:0
E/GreendotCorp( 8107): [D0-H1-P-B18][41759c82-f08e-4dc6-a834-3fb34bd5fd37] javax.net.ssl.SSLProtocolException: SSL handshake aborted: ssl=0xb8f40720: Failure in SSL library, usually a protocol error
