--------- beginning of /dev/log/main 
I/Icing   (26586): Indexing F4FAA6262FE39DDD50BAE6B7AF5CDB8D73BA0DB0 from com.google.android.gms 
I/Icing   (26586): Indexing done F4FAA6262FE39DDD50BAE6B7AF5CDB8D73BA0DB0 
I/WearableService(  643): Wearable Services stopping 
D/AndroidRuntime(31540):  
D/AndroidRuntime(31540): >>>>>> AndroidRuntime START com.android.internal.os.RuntimeInit <<<<<< 
D/AndroidRuntime(31540): CheckJNI is OFF 
D/dalvikvm(31540): Using executionMode 2 
D/dalvikvm(31540): Trying to load lib libjavacore.so 0x0 
D/dalvikvm(31540): Added shared lib libjavacore.so 0x0 
D/dalvikvm(31540): Trying to load lib libnativehelper.so 0x0 
D/dalvikvm(31540): Added shared lib libnativehelper.so 0x0 
D/dalvikvm(31540): No JNI_OnLoad found in libnativehelper.so 0x0, skipping init 
D/dalvikvm(31540): Note: class Landroid/app/ActivityManagerNative; has 179 unimplemented (abstract) methods 
E/memtrack(31540): Couldn't load memtrack module (No such file or directory) 
E/android.os.Debug(31540): failed to load memtrack module: -2 
D/AndroidRuntime(31540): Calling main entry com.android.commands.monkey.Monkey 
--------- beginning of /dev/log/system 
W/BroadcastQueue(  346): Skipping deliver [background] BroadcastRecord{4b1b3978 u-1 android.net.conn.CONNECTIVITY_CHANGE} to ReceiverList{4ae49894 31540 (unknown name)/0/u-1 remote:4abc2cb8}: process crashing 
I/ActivityManager(  346): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.windyty.android/com.windyty.StartActivity} from pid 31540 
I/ActivityManager(  346): Start proc com.windyty.android for activity com.windyty.android/com.windyty.StartActivity: pid=31550 uid=10092 gids={50092, 3003} 
W/NetworkManagementSocketTagger(  346): setKernelCountSet(10092, 1) failed with errno -13 
I/dalvikvm(31550): ignoring registerObject request in thread=1 
I/dalvikvm(31550): ignoring registerObject request in thread=1 
W/Resources(31550): Converting to string: TypedValue{t=0x10/d=0x1 a=-1} 
W/Resources(31550): Converting to string: TypedValue{t=0x10/d=0x1 a=-1} 
W/Resources(31550): Converting to string: TypedValue{t=0x10/d=0x0 a=-1} 
W/Resources(31550): Converting to string: TypedValue{t=0x10/d=0x0 a=-1} 
I/dalvikvm(31550): Could not find method android.preference.DialogPreference.<init>, referenced from method com.windyty.gui.MyDialogPreference.<init> 
W/dalvikvm(31550): VFY: unable to resolve direct method 1270: Landroid/preference/DialogPreference;.<init> (Landroid/content/Context;)V 
D/dalvikvm(31550): VFY: replacing opcode 0x70 at 0x0000 
D/dalvikvm(31550): JIT code cache reset in 0 ms (0 bytes 1/0) 
D/dalvikvm(31550): GC_CONCURRENT freed 227K, 9% free 2969K/3256K, paused 5ms+2ms, total 9ms 
W/InputEventReceiver(31550): Attempted to finish an input event but the input event receiver has already been disposed.
W/InputEventReceiver(31550): Attempted to finish an input event but the input event receiver has already been disposed.
W/InputEventReceiver(31550): Attempted to finish an input event but the input event receiver has already been disposed.
W/InputEventReceiver(31550): Attempted to finish an input event but the input event receiver has already been disposed.
W/ViewRootImpl(31550): Dropping event due to root view being removed: MotionEvent { action=ACTION_MOVE, id[0]=0, x[0]=-67.45241, y[0]=160.89275, toolType[0]=TOOL_TYPE_UNKNOWN, buttonState=0, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=3, eventTime=5379330, downTime=5379329, deviceId=0, source=0x1002 }
W/ViewRootImpl(31550): Dropping event due to root view being removed: MotionEvent { action=ACTION_UP, id[0]=0, x[0]=-63.276077, y[0]=178.69466, toolType[0]=TOOL_TYPE_UNKNOWN, buttonState=0, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5379330, downTime=5379329, deviceId=0, source=0x1002 }
W/ViewRootImpl(31550): Dropping event due to root view being removed: MotionEvent { action=ACTION_DOWN, id[0]=0, x[0]=167.0, y[0]=29.0, toolType[0]=TOOL_TYPE_UNKNOWN, buttonState=0, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5379331, downTime=5379331, deviceId=0, source=0x1002 }
W/ViewRootImpl(31550): Dropping event due to root view being removed: MotionEvent { action=ACTION_MOVE, id[0]=0, x[0]=69.6944, y[0]=72.57051, toolType[0]=TOOL_TYPE_UNKNOWN, buttonState=0, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=7, eventTime=5379333, downTime=5379331, deviceId=0, source=0x1002 }
W/ViewRootImpl(31550): Dropping event due to root view being removed: MotionEvent { action=ACTION_UP, id[0]=0, x[0]=48.619446, y[0]=82.95781, toolType[0]=TOOL_TYPE_UNKNOWN, buttonState=0, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5379333, downTime=5379331, deviceId=0, source=0x1002 }
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: byte[] readLine(long)>	sig:$i1 = virtualinvoke $r5.<java.net.HttpURLConnection: int getResponseCode()>()	timediff:85
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: byte[] readLine(long)>	sig:$r6 = virtualinvoke $r5.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:$r0 = virtualinvoke urlConnection.<java.net.URLConnection: java.net.URL getURL()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:urlString = virtualinvoke $r0.<java.net.URL: java.lang.String toString()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:isDoOutput = virtualinvoke urlConnection.<java.net.URLConnection: boolean getDoOutput()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): URLConn;%;22;%;<cz.seznam.net.NativeHttpClient: byte[] readLine(long)>;%;$r6 = virtualinvoke $r5.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>();%;https://www.windy.com/tiles/samavoda.png;%;false;%;169;%;max-age=63072000;%;Sun, 26 Jan 2020 07:35:18 GMT;%;6700038;%;Not found
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: int getResponseCode()>	sig:$i0 = virtualinvoke $r2.<java.net.HttpURLConnection: int getResponseCode()>()	timediff:0
D/CAndroidHttpClient(31550): ctor()
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:specialinvoke $r4.<java.net.URL: void <init>(java.lang.String)>($r1)	timediff:0
I/System.out(31550): <cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>###specialinvoke $r4.<java.net.URL: void <init>(java.lang.String)>($r1)###https://tiles1.windytv.com/tiles/v6/7/17/48.jpg
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:$r5 = virtualinvoke $r4.<java.net.URL: java.net.URLConnection openConnection()>()	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setConnectTimeout(int)>($i0)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setReadTimeout(int)>($i0)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setInstanceFollowRedirects(boolean)>(1)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setRequestMethod(java.lang.String)>($r1)	timediff:0
W/InputMethodManagerService(  346): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@4ad35598 attribute=android.view.inputmethod.EditorInfo@4ae9153c, token = android.os.BinderProxy@4ad693c4
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setDoInput(boolean)>(1)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void addRequestProperty(java.lang.String,java.lang.String)>($r1, $r11)	timediff:0
W/ViewRootImpl(31550): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_BUTTON_L1, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=5379430, downTime=5379430, deviceId=-1, source=0x101 }
I/ActivityManager(  346): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.windyty.android/com.windyty.StartActivity} from pid 31540
W/EGL_emulation(31550): eglSurfaceAttrib not implemented 3093 12436
W/ViewRootImpl(31550): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_MOVE_HOME, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=5379491, downTime=5379491, deviceId=-1, source=0x101 }
W/ViewRootImpl(31550): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_CENTER, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=5379492, downTime=5379492, deviceId=-1, source=0x101 }
W/InputMethodManagerService(  346): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@4ab3640c attribute=null, token = android.os.BinderProxy@4ad693c4
I/ActivityManager(  346): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.windyty.android/com.windyty.StartActivity} from pid 31540
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: byte[] readLine(long)>	sig:$i1 = virtualinvoke $r5.<java.net.HttpURLConnection: int getResponseCode()>()	timediff:197
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: byte[] readLine(long)>	sig:$r6 = virtualinvoke $r5.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:$r0 = virtualinvoke urlConnection.<java.net.URLConnection: java.net.URL getURL()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:urlString = virtualinvoke $r0.<java.net.URL: java.lang.String toString()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:isDoOutput = virtualinvoke urlConnection.<java.net.URLConnection: boolean getDoOutput()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): URLConn;%;23;%;<cz.seznam.net.NativeHttpClient: byte[] readLine(long)>;%;$r6 = virtualinvoke $r5.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>();%;https://www.windy.com/tiles/samavoda.png;%;false;%;169;%;max-age=63072000;%;Sun, 26 Jan 2020 07:35:18 GMT;%;6700038;%;Not found
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: int getResponseCode()>	sig:$i0 = virtualinvoke $r2.<java.net.HttpURLConnection: int getResponseCode()>()	timediff:0
D/CAndroidHttpClient(31550): ctor()
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:specialinvoke $r4.<java.net.URL: void <init>(java.lang.String)>($r1)	timediff:0
I/System.out(31550): <cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>###specialinvoke $r4.<java.net.URL: void <init>(java.lang.String)>($r1)###https://tiles1.windytv.com/tiles/v6/7/18/44.jpg
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:$r5 = virtualinvoke $r4.<java.net.URL: java.net.URLConnection openConnection()>()	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setConnectTimeout(int)>($i0)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setReadTimeout(int)>($i0)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setInstanceFollowRedirects(boolean)>(1)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setRequestMethod(java.lang.String)>($r1)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setDoInput(boolean)>(1)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void addRequestProperty(java.lang.String,java.lang.String)>($r1, $r11)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: byte[] readLine(long)>	sig:$i1 = virtualinvoke $r5.<java.net.HttpURLConnection: int getResponseCode()>()	timediff:158
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: byte[] readLine(long)>	sig:$r6 = virtualinvoke $r5.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:$r0 = virtualinvoke urlConnection.<java.net.URLConnection: java.net.URL getURL()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:urlString = virtualinvoke $r0.<java.net.URL: java.lang.String toString()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:isDoOutput = virtualinvoke urlConnection.<java.net.URLConnection: boolean getDoOutput()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): URLConn;%;24;%;<cz.seznam.net.NativeHttpClient: byte[] readLine(long)>;%;$r6 = virtualinvoke $r5.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>();%;https://www.windy.com/tiles/samavoda.png;%;false;%;169;%;max-age=63072000;%;Sun, 26 Jan 2020 07:35:18 GMT;%;6700038;%;Not found
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: int getResponseCode()>	sig:$i0 = virtualinvoke $r2.<java.net.HttpURLConnection: int getResponseCode()>()	timediff:0
D/CAndroidHttpClient(31550): ctor()
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:specialinvoke $r4.<java.net.URL: void <init>(java.lang.String)>($r1)	timediff:0
I/System.out(31550): <cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>###specialinvoke $r4.<java.net.URL: void <init>(java.lang.String)>($r1)###https://tiles1.windytv.com/tiles/v6/7/17/44.jpg
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:$r5 = virtualinvoke $r4.<java.net.URL: java.net.URLConnection openConnection()>()	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setConnectTimeout(int)>($i0)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setReadTimeout(int)>($i0)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setInstanceFollowRedirects(boolean)>(1)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setRequestMethod(java.lang.String)>($r1)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setDoInput(boolean)>(1)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void addRequestProperty(java.lang.String,java.lang.String)>($r1, $r11)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: byte[] readLine(long)>	sig:$i1 = virtualinvoke $r5.<java.net.HttpURLConnection: int getResponseCode()>()	timediff:83
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: byte[] readLine(long)>	sig:$r6 = virtualinvoke $r5.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:$r0 = virtualinvoke urlConnection.<java.net.URLConnection: java.net.URL getURL()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:urlString = virtualinvoke $r0.<java.net.URL: java.lang.String toString()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:isDoOutput = virtualinvoke urlConnection.<java.net.URLConnection: boolean getDoOutput()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): URLConn;%;25;%;<cz.seznam.net.NativeHttpClient: byte[] readLine(long)>;%;$r6 = virtualinvoke $r5.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>();%;https://www.windy.com/tiles/samavoda.png;%;false;%;169;%;max-age=63072000;%;Sun, 26 Jan 2020 07:35:18 GMT;%;6700038;%;Not found
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: int getResponseCode()>	sig:$i0 = virtualinvoke $r2.<java.net.HttpURLConnection: int getResponseCode()>()	timediff:0
V/PanelView(  531): animationTick called with dtms=0; nothing to do (h=0.0 v=-0.0)
D/CAndroidHttpClient(31550): ctor()
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:specialinvoke $r4.<java.net.URL: void <init>(java.lang.String)>($r1)	timediff:0
I/System.out(31550): <cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>###specialinvoke $r4.<java.net.URL: void <init>(java.lang.String)>($r1)###https://tiles1.windytv.com/tiles/v6/8/35/90.jpg
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:$r5 = virtualinvoke $r4.<java.net.URL: java.net.URLConnection openConnection()>()	timediff:1
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setConnectTimeout(int)>($i0)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setReadTimeout(int)>($i0)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setInstanceFollowRedirects(boolean)>(1)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setRequestMethod(java.lang.String)>($r1)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setDoInput(boolean)>(1)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void addRequestProperty(java.lang.String,java.lang.String)>($r1, $r11)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: byte[] readLine(long)>	sig:$i1 = virtualinvoke $r5.<java.net.HttpURLConnection: int getResponseCode()>()	timediff:85
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: byte[] readLine(long)>	sig:$r6 = virtualinvoke $r5.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:$r0 = virtualinvoke urlConnection.<java.net.URLConnection: java.net.URL getURL()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:urlString = virtualinvoke $r0.<java.net.URL: java.lang.String toString()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:isDoOutput = virtualinvoke urlConnection.<java.net.URLConnection: boolean getDoOutput()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): URLConn;%;26;%;<cz.seznam.net.NativeHttpClient: byte[] readLine(long)>;%;$r6 = virtualinvoke $r5.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>();%;https://www.windy.com/tiles/samavoda.png;%;false;%;169;%;max-age=63072000;%;Sun, 26 Jan 2020 07:35:18 GMT;%;6700038;%;Not found
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: int getResponseCode()>	sig:$i0 = virtualinvoke $r2.<java.net.HttpURLConnection: int getResponseCode()>()	timediff:0
D/dalvikvm(31550): GC_CONCURRENT freed 663K, 12% free 5409K/6136K, paused 1ms+1ms, total 8ms
D/CAndroidHttpClient(31550): ctor()
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:specialinvoke $r4.<java.net.URL: void <init>(java.lang.String)>($r1)	timediff:1
I/System.out(31550): <cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>###specialinvoke $r4.<java.net.URL: void <init>(java.lang.String)>($r1)###https://tiles1.windytv.com/tiles/v6/8/36/90.jpg
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:$r5 = virtualinvoke $r4.<java.net.URL: java.net.URLConnection openConnection()>()	timediff:0
