--------- beginning of /dev/log/main
I/Icing   (  746): Indexing 9EBFE84EABD9270B25A97439CA522B4FC49A4875 from com.google.android.gms
I/Icing   (  746): Indexing done 9EBFE84EABD9270B25A97439CA522B4FC49A4875
D/AndroidRuntime(18928): 
D/AndroidRuntime(18928): >>>>>> AndroidRuntime START com.android.internal.os.RuntimeInit <<<<<<
D/AndroidRuntime(18928): CheckJNI is OFF
D/dalvikvm(18928): Using executionMode 2
D/dalvikvm(18928): Trying to load lib libjavacore.so 0x0
D/dalvikvm(18928): Added shared lib libjavacore.so 0x0
D/dalvikvm(18928): Trying to load lib libnativehelper.so 0x0
D/dalvikvm(18928): Added shared lib libnativehelper.so 0x0
D/dalvikvm(18928): No JNI_OnLoad found in libnativehelper.so 0x0, skipping init
D/dalvikvm(18928): Note: class Landroid/app/ActivityManagerNative; has 179 unimplemented (abstract) methods
E/memtrack(18928): Couldn't load memtrack module (No such file or directory)
E/android.os.Debug(18928): failed to load memtrack module: -2
D/AndroidRuntime(18928): Calling main entry com.android.commands.monkey.Monkey
--------- beginning of /dev/log/system
W/BroadcastQueue(  470): Skipping deliver [background] BroadcastRecord{4b018b94 u-1 android.net.conn.CONNECTIVITY_CHANGE} to ReceiverList{4b08806c 18928 (unknown name)/0/u-1 remote:4aab7928}: process crashing
I/ActivityManager(  470): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=ipnossoft.rma.free/ipnossoft.rma.RelaxMelodiesActivityFree} from pid 18928
W/NetworkManagementSocketTagger(  470): setKernelCountSet(10076, 1) failed with errno -13
I/ActivityManager(  470): Start proc ipnossoft.rma.free for activity ipnossoft.rma.free/ipnossoft.rma.RelaxMelodiesActivityFree: pid=18938 uid=10076 gids={50076, 3003, 1028, 1015, 1023}
I/ActivityManager(  470): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.HOME] flg=0x10200000 cmp=com.vphone.launcher/.Launcher} from pid 556
I/dalvikvm(18938): ignoring registerObject request in thread=1
I/dalvikvm(18938): ignoring registerObject request in thread=1
W/ResourceType(  470): Skipping entry 0x7f05000e in package table 0 because it is not complex!
W/ResourceType(  470): Skipping entry 0x7f05000f in package table 0 because it is not complex!
D/dalvikvm(18938): JIT code cache reset in 0 ms (0 bytes 1/0)
D/dalvikvm(18938): GC_FOR_ALLOC freed 74K, 5% free 2912K/3048K, paused 5ms, total 5ms
I/dalvikvm-heap(18938): Grow heap (frag case) to 4.367MB for 1536012-byte allocation
D/dalvikvm(18938): GC_FOR_ALLOC freed <1K, 4% free 4412K/4552K, paused 10ms, total 10ms
D/dalvikvm(18938): GC_CONCURRENT freed 8K, 3% free 4420K/4552K, paused 2ms+1ms, total 8ms
V/WebViewChromium(18938): Binding Chromium to the main looper Looper (main, tid 1) {4a7acdf0}
I/chromium(18938): [INFO:library_loader_hooks.cc(112)] Chromium logging enabled: level = 0, default verbosity = 0
I/BrowserProcessMain(18938): Initializing chromium process, renderers=0
W/chromium(18938): [WARNING:proxy_service.cc(888)] PAC support disabled because there is no system implementation
D/libEGL  (18938): loaded /system/lib/egl/libEGL_adreno.so
D/        (18938): HostConnection::get() New Host Connection established 0xb8e5dc40, tid 18938
D/libEGL  (18938): loaded /system/lib/egl/libGLESv1_CM_adreno.so
D/libEGL  (18938): loaded /system/lib/egl/libGLESv2_adreno.so
D/dalvikvm(18938): GC_FOR_ALLOC freed 202K, 6% free 4598K/4864K, paused 3ms, total 3ms
I/dalvikvm-heap(18938): Grow heap (frag case) to 5.155MB for 635808-byte allocation
D/dalvikvm(18938): GC_FOR_ALLOC freed <1K, 5% free 5219K/5488K, paused 3ms, total 5ms
D/dalvikvm(18938): GC_CONCURRENT freed <1K, 5% free 5218K/5488K, paused 1ms+0ms, total 3ms
D/MoPub   (18938): Failed to retrieve GPS location: access appears to be disabled.
D/RelaxMelodiesActivity(18938): Creating IAB helper.
D/RelaxMelodiesActivity(18938): Starting setup.
D/dalvikvm(18938): GC_FOR_ALLOC freed 104K, 3% free 5488K/5656K, paused 4ms, total 4ms
D/dalvikvm(18938): GC_CONCURRENT freed 11K, 3% free 6236K/6372K, paused 2ms+0ms, total 4ms
W/Finsky  (  920): [45] com.google.android.finsky.billing.iab.ab.b(48): ipnossoft.rma.free: No account found.
W/FlurryAgent(18938): Start session with context: ipnossoft.rma.SoundManager@4a9680e8 count:0
W/EGL_emulation(18938): eglSurfaceAttrib not implemented 3093 12436
D/OpenGLRenderer(18938): Enabling debug mode 0
E/InputEventReceiver(18938): Exception dispatching input event.
E/MessageQueue-JNI(18938): Exception in MessageQueue callback: handleReceiveCallback
W/ViewRootImpl(18938): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_DOWN, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2556367, downTime=2556367, deviceId=-1, source=0x101 }
W/ViewRootImpl(18938): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_RIGHT, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2556716, downTime=2556716, deviceId=-1, source=0x101 }
E/MessageQueue-JNI(18938): java.lang.IndexOutOfBoundsException: Invalid index 0, size is 0
E/MessageQueue-JNI(18938): 	at java.util.ArrayList.throwIndexOutOfBoundsException(ArrayList.java:255)
W/FlurryAgent(18980): Event count incremented: navigation_favorite
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_DOWN, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2560845, downTime=2560845, deviceId=-1, source=0x101 }
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_LEFT, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2560849, downTime=2560849, deviceId=-1, source=0x101 }
W/EGL_emulation(18980): eglSurfaceAttrib not implemented 3093 12436
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_MENU, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2560860, downTime=2560860, deviceId=-1, source=0x101 }
W/InputManager(  470): Input event injection from pid 18928 failed.
W/InputEventReceiver(18980): Attempted to finish an input event but the input event receiver has already been disposed.
W/InputEventReceiver(18980): Attempted to finish an input event but the input event receiver has already been disposed.
W/InputEventReceiver(18980): Attempted to finish an input event but the input event receiver has already been disposed.
W/InputManager(  470): Input event injection from pid 18928 failed.
W/ViewRootImpl(18980): Dropping event due to root view being removed: MotionEvent { action=ACTION_DOWN, id[0]=0, x[0]=-246.0, y[0]=-79.0, toolType[0]=TOOL_TYPE_UNKNOWN, buttonState=0, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=2560993, downTime=2560993, deviceId=0, source=0x1002 }
W/ViewRootImpl(18980): Dropping event due to root view being removed: MotionEvent { action=ACTION_POINTER_DOWN(1), id[0]=0, x[0]=-259.02682, y[0]=-69.39795, toolType[0]=TOOL_TYPE_UNKNOWN, id[1]=1, x[1]=149.0, y[1]=-1114.0, toolType[1]=TOOL_TYPE_UNKNOWN, buttonState=0, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=2, historySize=0, eventTime=2560993, downTime=2560993, deviceId=0, source=0x1002 }
W/InputManager(  470): Input event injection from pid 18928 failed.
W/InputManager(  470): Input event injection from pid 18928 failed.
W/EGL_emulation(18980): eglSurfaceAttrib not implemented 3093 12436
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_CENTER, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2561009, downTime=2561009, deviceId=-1, source=0x101 }
W/InputMethodManagerService(  470): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@4a959f60 attribute=android.view.inputmethod.EditorInfo@4a9f9be0, token = android.os.BinderProxy@4ab8a7fc
W/InputMethodManagerService(  470): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@4a974898 attribute=android.view.inputmethod.EditorInfo@4a9f61f8, token = android.os.BinderProxy@4ab8a7fc
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_DOWN, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2561287, downTime=2561287, deviceId=-1, source=0x101 }
W/EGL_emulation(18980): eglSurfaceAttrib not implemented 3093 12436
E/MediaPlayer(18980): Should have subtitle controller already set
E/MediaPlayer(18980): Should have subtitle controller already set
E/MediaPlayer(18980): Should have subtitle controller already set
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_CENTER, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2561408, downTime=2561408, deviceId=-1, source=0x101 }
W/InputMethodManagerService(  470): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@4aab986c attribute=android.view.inputmethod.EditorInfo@4a9cd778, token = android.os.BinderProxy@4ab8a7fc
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_LEFT, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2561583, downTime=2561583, deviceId=-1, source=0x101 }
W/EGL_emulation(18980): eglSurfaceAttrib not implemented 3093 12436
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_CENTER, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2561603, downTime=2561603, deviceId=-1, source=0x101 }
I/chromium(18980): [INFO:CONSOLE(0)] "'window.webkitStorageInfo' is deprecated. Please use 'navigator.webkitTemporaryStorage' or 'navigator.webkitPersistentStorage' instead.", source:  (0)
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_RIGHT, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2561673, downTime=2561673, deviceId=-1, source=0x101 }
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_DOWN, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2561678, downTime=2561678, deviceId=-1, source=0x101 }
V/FlingTracker(  556): computeCurrentVelocity warning: totalweight=0
V/FlingTracker(  556): java.lang.Throwable
V/FlingTracker(  556): 	at com.android.systemui.statusbar.phone.PanelView$FlingTracker.computeCurrentVelocity(PanelView.java:162)
V/FlingTracker(  556): 	at com.android.systemui.statusbar.phone.PanelView$3.onTouch(PanelView.java:462)
V/FlingTracker(  556): 	at android.view.View.dispatchTouchEvent(View.java:7701)
V/FlingTracker(  556): 	at com.android.systemui.statusbar.phone.NotificationPanelView.onTouchEvent(NotificationPanelView.java:138)
V/FlingTracker(  556): 	at com.android.systemui.statusbar.phone.PanelBar.onTouchEvent(PanelBar.java:130)
V/FlingTracker(  556): 	at com.android.systemui.statusbar.phone.PhoneStatusBarView.onTouchEvent(PhoneStatusBarView.java:201)
V/FlingTracker(  556): 	at android.view.View.dispatchTouchEvent(View.java:7706)
V/FlingTracker(  556): 	at android.view.ViewGroup.dispatchTransformedTouchEvent(ViewGroup.java:2210)
V/FlingTracker(  556): 	at android.view.ViewGroup.dispatchTouchEvent(ViewGroup.java:1945)
V/FlingTracker(  556): 	at android.view.ViewGroup.dispatchTransformedTouchEvent(ViewGroup.java:2216)
V/FlingTracker(  556): 	at android.view.ViewGroup.dispatchTouchEvent(ViewGroup.java:1959)
V/FlingTracker(  556): 	at android.view.View.dispatchPointerEvent(View.java:7886)
V/FlingTracker(  556): 	at android.view.ViewRootImpl$ViewPostImeInputStage.processPointerEvent(ViewRootImpl.java:3978)
V/FlingTracker(  556): 	at android.view.ViewRootImpl$ViewPostImeInputStage.onProcess(ViewRootImpl.java:3857)
V/FlingTracker(  556): 	at android.view.ViewRootImpl$InputStage.deliver(ViewRootImpl.java:3423)
V/FlingTracker(  556): 	at android.view.ViewRootImpl$InputStage.onDeliverToNext(ViewRootImpl.java:3473)
V/FlingTracker(  556): 	at android.view.ViewRootImpl$InputStage.forward(ViewRootImpl.java:3442)
V/FlingTracker(  556): 	at android.view.ViewRootImpl$AsyncInputStage.forward(ViewRootImpl.java:3549)
V/FlingTracker(  556): 	at android.view.ViewRootImpl$InputStage.apply(ViewRootImpl.java:3450)
V/FlingTracker(  556): 	at android.view.ViewRootImpl$AsyncInputStage.apply(ViewRootImpl.java:3606)
V/FlingTracker(  556): 	at android.view.ViewRootImpl$InputStage.deliver(ViewRootImpl.java:3423)
V/FlingTracker(  556): 	at android.view.ViewRootImpl$InputStage.onDeliverToNext(ViewRootImpl.java:3473)
V/FlingTracker(  556): 	at android.view.ViewRootImpl$InputStage.forward(ViewRootImpl.java:3442)
V/FlingTracker(  556): 	at android.view.ViewRootImpl$InputStage.apply(ViewRootImpl.java:3450)
V/FlingTracker(  556): 	at android.view.ViewRootImpl$InputStage.deliver(ViewRootImpl.java:3423)
V/FlingTracker(  556): 	at android.view.ViewRootImpl.deliverInputEvent(ViewRootImpl.java:5626)
V/FlingTracker(  556): 	at android.view.ViewRootImpl.doProcessInputEvents(ViewRootImpl.java:5606)
V/FlingTracker(  556): 	at android.view.ViewRootImpl.enqueueInputEvent(ViewRootImpl.java:5577)
V/FlingTracker(  556): 	at android.view.ViewRootImpl$WindowInputEventReceiver.onInputEvent(ViewRootImpl.java:5706)
V/FlingTracker(  556): 	at android.view.InputEventReceiver.dispatchInputEvent(InputEventReceiver.java:185)
V/FlingTracker(  556): 	at android.os.MessageQueue.nativePollOnce(Native Method)
V/FlingTracker(  556): 	at android.os.MessageQueue.next(MessageQueue.java:138)
V/FlingTracker(  556): 	at android.os.Looper.loop(Looper.java:123)
V/FlingTracker(  556): 	at android.app.ActivityThread.main(ActivityThread.java:5019)
V/FlingTracker(  556): 	at java.lang.reflect.Method.invokeNative(Native Method)
V/FlingTracker(  556): 	at java.lang.reflect.Method.invoke(Method.java:515)
V/FlingTracker(  556): 	at com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:779)
V/FlingTracker(  556): 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:595)
V/FlingTracker(  556): 	at dalvik.system.NativeStart.main(Native Method)
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_MENU, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2561681, downTime=2561681, deviceId=-1, source=0x101 }
V/PanelView(  556): animationTick called with dtms=0; nothing to do (h=0.0 v=0.0)
V/PanelView(  556): animationTick called with dtms=-5; nothing to do (h=0.0 v=0.0)
W/InputMethodManagerService(  470): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@4ab8b950 attribute=null, token = android.os.BinderProxy@4ab8a7fc
E/MediaPlayer(18980): Should have subtitle controller already set
W/FlurryAgent(18980): Event count started: locked_sound_click
D/RelaxMelodiesActivity(18980): startActivityForResult() intent: Intent { cmp=ipnossoft.rma.free/ipnossoft.rma.UpgradeActivity } requestCode: 1
E/MediaPlayer(18980): Should have subtitle controller already set
E/MediaPlayer(18980): Should have subtitle controller already set
E/MediaPlayer(18980): Should have subtitle controller already set
E/MediaPlayer(18980): Should have subtitle controller already set
E/MediaPlayer(18980): Should have subtitle controller already set
E/MediaPlayer(18980): Should have subtitle controller already set
E/MediaPlayer(18980): Should have subtitle controller already set
E/MediaPlayer(18980): Should have subtitle controller already set
E/MediaPlayer(18980): Should have subtitle controller already set
E/MediaPlayer(18980): stop called in state 4
E/MediaPlayer(18980): error (-38, 0)
I/ActivityManager(  470): START u0 {cmp=ipnossoft.rma.free/ipnossoft.rma.UpgradeActivity} from pid 18980
W/MediaPlayer(18980): mediaplayer went away with unhandled events
W/MediaPlayer(18980): mediaplayer went away with unhandled events
W/MediaPlayer(18980): mediaplayer went away with unhandled events
W/MediaPlayer(18980): mediaplayer went away with unhandled events
W/ViewRootImpl(18980): Dropping event due to no window focus: MotionEvent { action=ACTION_MOVE, id[0]=0, x[0]=0.0, y[0]=4.0, toolType[0]=TOOL_TYPE_UNKNOWN, buttonState=0, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=9, eventTime=2561872, downTime=-1, deviceId=0, source=0x10004 }
D/dalvikvm(18980): GC_FOR_ALLOC freed 6040K, 42% free 9955K/17100K, paused 5ms, total 5ms
W/EGL_emulation(18980): eglSurfaceAttrib not implemented 3093 12436
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_CENTER, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2561874, downTime=2561874, deviceId=-1, source=0x101 }
W/ContextImpl(  470): Calling a method in the system process without a qualified user: android.app.ContextImpl.sendBroadcast:1123 com.android.server.InputMethodManagerService.hideCurrentInputLocked:1880 com.android.server.InputMethodManagerService.windowGainedFocus:1968 com.android.internal.view.IInputMethodManager$Stub.onTransact:221 com.android.server.InputMethodManagerService.onTransact:818 
I/ActivityManager(  470): Displayed ipnossoft.rma.free/ipnossoft.rma.UpgradeActivity: +182ms
W/ActivityManager(  470): Duplicate finish request for ActivityRecord{4b1dd730 u0 ipnossoft.rma.free/ipnossoft.rma.UpgradeActivity t125 f}
D/MoPub   (18980): Refresh disabled for ad unit (agltb3B1Yi1pbmNyDQsSBFNpdGUY6t_rFAw).
D/RelaxMelodiesActivity(18980): onActivityResult() requestCode: 1 resultCode: 0 data: null
D/MoPub   (18980): adLoaded
D/MoPub   (18980): Refresh enabled for ad unit (agltb3B1Yi1pbmNyDQsSBFNpdGUY6t_rFAw).
W/EGL_emulation(18980): eglSurfaceAttrib not implemented 3093 12436
D/RelaxMelodiesActivity(18980): startActivityForResult() intent: Intent { act=android.intent.action.CALL_BUTTON flg=0x10000000 } requestCode: -1
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_MENU, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2562128, downTime=2562128, deviceId=-1, source=0x101 }
W/ContextImpl(  470): Calling a method in the system process without a qualified user: android.app.ContextImpl.sendBroadcast:1123 com.android.server.InputMethodManagerService.hideCurrentInputLocked:1880 com.android.server.InputMethodManagerService.windowGainedFocus:1968 com.android.internal.view.IInputMethodManager$Stub.onTransact:221 com.android.server.InputMethodManagerService.onTransact:818 
I/ActivityManager(  470): START u0 {act=android.intent.action.CALL_BUTTON flg=0x10000000} from pid 18980
W/PhoneFallbackEventHandler(18980): No activity found for android.intent.action.CALL_BUTTON.
D/dalvikvm(18980): GC_CONCURRENT freed 400K, 31% free 11926K/17100K, paused 2ms+1ms, total 15ms
D/dalvikvm(18980): WAIT_FOR_CONCURRENT_GC blocked 5ms
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_DOWN, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2562331, downTime=2562331, deviceId=-1, source=0x101 }
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_CENTER, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2562338, downTime=2562338, deviceId=-1, source=0x101 }
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_CENTER, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2562339, downTime=2562339, deviceId=-1, source=0x101 }
W/EGL_emulation(18980): eglSurfaceAttrib not implemented 3093 12436
W/InputMethodManagerService(  470): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@4abfe104 attribute=null, token = android.os.BinderProxy@4ab8a7fc
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_UP, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2562670, downTime=2562670, deviceId=-1, source=0x101 }
W/EGL_emulation(18980): eglSurfaceAttrib not implemented 3093 12436
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_MENU, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2562688, downTime=2562688, deviceId=-1, source=0x101 }
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_CENTER, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2562713, downTime=2562713, deviceId=-1, source=0x101 }
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_RIGHT, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2562717, downTime=2562717, deviceId=-1, source=0x101 }
W/InputMethodManagerService(  470): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@4b019b20 attribute=null, token = android.os.BinderProxy@4ab8a7fc
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_DOWN, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2562857, downTime=2562857, deviceId=-1, source=0x101 }
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_DOWN, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2562874, downTime=2562874, deviceId=-1, source=0x101 }
W/EGL_emulation(18980): eglSurfaceAttrib not implemented 3093 12436
I/ActivityManager(  470): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=ipnossoft.rma.free/ipnossoft.rma.RelaxMelodiesActivityFree} from pid 18928
W/InputMethodManagerService(  470): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@4acbe3c4 attribute=android.view.inputmethod.EditorInfo@4acbe3cc, token = android.os.BinderProxy@4ab8a7fc
D/RelaxMelodiesActivity(18980): startActivityForResult() intent: Intent { act=android.intent.action.CALL_BUTTON flg=0x10000000 } requestCode: -1
I/ActivityManager(  470): START u0 {act=android.intent.action.CALL_BUTTON flg=0x10000000} from pid 18980
W/PhoneFallbackEventHandler(18980): No activity found for android.intent.action.CALL_BUTTON.
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_UP, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2563047, downTime=2563047, deviceId=-1, source=0x101 }
W/EGL_emulation(18980): eglSurfaceAttrib not implemented 3093 12436
W/FlurryAgent(18980): Event count incremented: navigation_favorite
W/InputEventReceiver(18980): Attempted to finish an input event but the input event receiver has already been disposed.
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_NUM, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2563115, downTime=2563115, deviceId=-1, source=0x101 }
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_RIGHT, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2563115, downTime=2563115, deviceId=-1, source=0x101 }
W/EGL_emulation(18980): eglSurfaceAttrib not implemented 3093 12436
W/InputMethodManagerService(  470): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@4af91cc4 attribute=null, token = android.os.BinderProxy@4ab8a7fc
W/MediaPlayer(18980): mediaplayer went away with unhandled events
W/MediaPlayer(18980): mediaplayer went away with unhandled events
W/MediaPlayer(18980): mediaplayer went away with unhandled events
W/InputMethodManagerService(  470): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@4ae6a570 attribute=null, token = android.os.BinderProxy@4ab8a7fc
D/MoPub   (18980): Ad clicked. Click URL: https://adclick.g.doubleclick.net/pcs/click?xai=AKAOjsvWOp0gl8nhmw7ne2E6t6w06akMdJ-DBKjSilrMvik1AXc3c3Bis5ZulVIO8pTdvEYp9dErkugVx-nQ3QNF3ZSjpvla13D5kpWcqSAWv5wHdw&sig=Cg0ArKJSzKKksqbtNJNKEAE&urlfix=1&rm_eid=5359955&adurl=http://insight.adsrvr.org/track/clk%3Fimp%3Db649f6fb-06b5-4a10-96c2-1a42d9a46dd6%26ag%3Dqnr9ek7%26sfe%3Dd0914c8%26sig%3D_lBKK63i_GaBmdwxHsbOBhUrELFmyHgbzquYsRYwRfY.%26crid%3Dp1dtqxex%26cf%3D258659%26fq%3D0%26td_s%3Dipnossoft.rma.free%26rcats%3Dapp-4mg,app-u0k%26mcat%3D%26mste%3D%26mfld%3D2%26mssi%3D%26mfsi%3D7l3z8w6qtd%26sv%3Dcasale%26uhow%3D142%26agsa%3D%26rgco%3DUnited%2520States%26rgre%3DCalifornia%26rgme%3D803%26rgci%3DLos%2520Angeles%26rgz%3D90007%26dt%3DMobile%26osf%3DAndroid%26os%3DAndroid44%26br%3DChrome%26svpid%3D183735%26rlangs%3D01%26mlang%3D%26did%3D%26rcxt%3DInApp%26tmpc%3D18.93%26vrtd%3D%26osi%3D%26osv%3D%26daid%3D73ebbf1f-6d54-4944-bef3-a8c0b54838e4%26dnr%3D0%26vpb%3D%26svsc%3D%26dur%3D%26crrelr%3D%26npt%3D%26svscid%3Dmobile-app%26fpmdi%3D23804%26fpmtci%3D65055%26mk%3DGeneric%26mdl%3DAndroid%25204.4%26atst%3D0%26r%3Dhttps%3A%2F%2Fwww.questnutrition.com%2Fproducts%2Fcookies-and-cream-box-of-12%3Futm_source%3DProgrammatic%26utm_medium%3DDisplay%26utm_campaign%3DQuest2018%26https%3A%2F%2Fwww.questnutrition.com%2F
